"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Botnet in DDoS Attacks: Trends and Challenges","N. Hoque; D. K. Bhattacharyya; J. K. Kalita","Dept. of Comput. Sci. & Eng., Tezpur Univ., Tezpur, India; Dept. of Comput. Sci. & Eng., Tezpur Univ., Tezpur, India; Dept. of Comput. Sci., Univ. of Colorado, Springs, CO, USA","IEEE Communications Surveys & Tutorials","19 May 2017","2015","17","4","2242","2270","Threats of distributed denial of service (DDoS) attacks have been increasing day-by-day due to rapid development of computer networks and associated infrastructure, and millions of software applications, large and small, addressing all varieties of tasks. Botnets pose a major threat to network security as they are widely used for many Internet crimes such as DDoS attacks, identity theft, email spamming, and click fraud. Botnet based DDoS attacks are catastrophic to the victim network as they can exhaust both network bandwidth and resources of the victim machine. This survey presents a comprehensive overview of DDoS attacks, their causes, types with a taxonomy, and technical details of various attack launching tools. A detailed discussion of several botnet architectures, tools developed using botnet architectures, and pros and cons analysis are also included. Furthermore, a list of important issues and research challenges is also reported.","1553-877X","","10.1109/COMST.2015.2457491","MHRD, under FAST proposal; UGC, Government of India under SAP level-II; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160662","DDoS attack;mobile botnet;DDoS prevention;DDoS attack;botnet;mobile botnet;IP traceback;DDoS prevention","Computer crime;Distributed processing;Internet;Tutorials;Computer security;Network security;Mobile communication;Communication networks","computer network security;Internet;invasive software","DDoS attacks;Botnet;distributed denial of service;computer networks;network security;Internet crimes;email spamming;click fraud;network bandwidth;victim machine;network resources","","74","145","","16 Jul 2015","","","IEEE","IEEE Journals"
"Cusum - entropy: an efficient method for DDoS attack detection","İ. Özçelik; R. R. Brooks","Dept. of Electrical & Electronics Engineering Recep Tayyip Erdoğan University Rize, Turkey; Holcombe Dept. of Electrical & Computer Engineering Clemson University Clemson, SC, USA","2016 4th International Istanbul Smart Grid Congress and Fair (ICSG)","20 Jun 2016","2016","","","1","5","Computers and Internet have evolved into necessary tools for our professional, personal and social lives. As a result of growing dependence, the availability of these systems has become a concern. This concern increases exponentially when considering systems such as smart power grids and public utility services. Therefore, research should be conducted to develop effective ways of detecting system anomalies. Denial of Service attacks are an important problem for the communication systems. Researchers proposed many DDoS detection approaches. In this study, we propose a novel DDoS detection approach: Cusum - Entropy. Our approach performs additional signal processing on the entropy of the packet header field to improve detection efficiency. We tested our approach using operational network traffic and performing DDoS attacks without jeopardizing the operation network. Our results showed that our approach gives high detection and low false positive rates and outperforms the detection approach using the entropy of packet header field.","","978-1-5090-0866-7","10.1109/SGCF.2016.7492429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7492429","Change detection algorithms;Communication system security;Entropy;Industrial communication;Software defined networking","","computer network security;entropy;Internet;signal processing;telecommunication traffic","cumulative sum;cusum entropy;Distributed Denial of Service attacks;DDoS attack detection;Internet;smart power grids;public utility services;communication systems;signal processing;packet header field;operational network traffic","","4","21","","20 Jun 2016","","","IEEE","IEEE Conferences"
"Critical Investigation of Denial of Service and Distributed Denial of Service Models and Tools","A. Sharma; A. Bhasin","Dept: Computer science Engineering, IKGPTU, Jalandhar, Punjab, India; Dept: Computer science Engineering, IKGPTU, Jalandhar, Punjab, India","2018 International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)","1 Jul 2019","2018","","","546","550","Distributed Denial of Service (DDOS)and Denial of Service (DoS) attacks has become a major threat to steal information over computer networks. Today, mostly hacker launches the attack using DoS, which works on internet based system such as Net banking, defense, government ,e-commerce etc. The purpose of this paper is to perform comparative analysis for tools to handle attacks. The investigations brought out depth control, technical advantage and limitations of these contemporary tools. This would help all researchers to hand pick the tool, for their experimentation work in field of DoS attacks.","","978-1-5386-4119-4","10.1109/ICACCCN.2018.8748468","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8748468","DoS-denial of service;DDoS-distributed denial of service;Http-hyper text transfer protocol;IRC -internet relay chat","Computer crime;Tools;Computational modeling;Protocols;Microsoft Windows;Servers;Linux","computer crime;computer network security;Internet","critical investigation;computer networks;contemporary tools;DoS attacks;denial of service attacks;Internet based system;distributed denial of service models","","","32","","1 Jul 2019","","","IEEE","IEEE Conferences"
"Detection of Distributed Denial of Service Attacks Using Snort Rules in Cloud Computing & Remote Control Systems","Z. Hassan; Shahzeb; R. Odarchenko; S. Gnatyuk; A. Zaman; M. Shah","ORIC Research Lab, IQRA National University, Peshawar, Pakistan; Faculty of Computer Science, IQRA National University, Peshawar, Pakistan; Academic Dept of Telecommunication Systems, National Aviation University, Kyiv, Ukraine; Academic Dept of IT-Security, National Aviation University, Kyiv, Ukraine; Faculty of Computer Science, IQRA National University, Peshawar, Pakistan; Student of Computer Science, IQRA National University, Peshawar, Pakistan","2018 IEEE 5th International Conference on Methods and Systems of Navigation and Motion Control (MSNMC)","16 Dec 2018","2018","","","283","288","Cloud computing has the capability of sharing and retrieving data, remote controlling from different locations, that is why many companies and organizations implement their businesses on cloud computing. Cloud computing is dependent on the internet there for security for cloud environment became a major topic. Service providers of cloud computing must provide security to their customers; therefore, they need security tools and techniques to protect cloud environment against any threat. Denial-of-Service (DoS) and Distributed Denial-of-Service (DDoS) attacks are thoughtful attacks due to accessibility and show property of cloud computing. In this paper SNORT as an intrusion detection system is tested that how it detects DoS and DDoS attacks. Some other existing detecting techniques for DoS and DDoS attacks are also discussed. This paper fills this gap from the aspect of control system performance.","","978-1-5386-5870-3","10.1109/MSNMC.2018.8576287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8576287","cloud computing;remote control system;DDOS-attack;gns3;loic;snort;Linear Quadratic Gaussian control;system stability","Cloud computing;Computer crime;Servers;IP networks;Computational modeling","cloud computing;computer network security;control engineering computing;telecontrol","DDoS attacks;Internet;DoS attacks;intrusion detection system;service providers;snort rules;remote control systems;distributed denial-of-service attacks detection;cloud computing","","1","19","","16 Dec 2018","","","IEEE","IEEE Conferences"
"Techniques for detecting attacks on critical infrastructure","U. Tupakula; V. Varadharajan","Advanced Cyber Security Research Centre, Department of Computing, Faculty of Science, Macquarie University, Sydney, Australia; Advanced Cyber Security Research Centre, Department of Computing, Faculty of Science, Macquarie University, Sydney, Australia","2014 International Conference on Computing, Networking and Communications (ICNC)","10 Apr 2014","2014","","","48","52","Currently critical infrastructures such as SCADA are increasingly using commodity based hardware, software and TCP/IP protocol based communication. However the size of the current operating systems and applications are continuously increasing and it is extremely difficult task for the critical infrastructure operators for securing their systems from attacks. In this paper we propose techniques for detection of attacks on critical infrastructures and techniques for enforcing additional security policies for securing such systems.","","978-1-4799-2358-8","10.1109/ICCNC.2014.6785303","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6785303","Critical Infrastructure;SCADA;Security policies","Servers;Malware;Monitoring;Software;Runtime;Control systems","computer network security;critical infrastructures","attack detection;critical infrastructure;operating systems;security policies","","","7","","10 Apr 2014","","","IEEE","IEEE Conferences"
"Data distribution for failure correlation management in a Peer to Peer storage system","C. Randriamaro; O. Soyez; G. Utard; F. Wlazinski","LaRIA, 5 rue du moulin neuf, 80000 Amiens, FRANCE; LaRIA, Amiens; LaRIA, Amiens; LaRIA, Amiens","The 4th International Symposium on Parallel and Distributed Computing (ISPDC'05)","3 Apr 2006","2005","","","242","249","This article presents a dynamic data distribution method for data storage in a P2P system. In our system (named Us), peers are arranged in groups called metapeers to deal with account failure correlation. To minimize end user traffic according to the reconstruction process, distribution must take into account a new measure: the maximum disturbance cost of a peer. In a previous work, we defined a static distribution scheme which minimizes this reconstruction cost derived from affine plan theory. In this paper, we extend this distribution scheme to deal with the dynamic behaviour of peer to peer systems","2379-5352","0-7695-2434-6","10.1109/ISPDC.2005.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1609976","","Peer to peer computing;Publishing;Redundancy;Routing;Costs;Scalability;Gas insulated transmission lines;Memory;Sea measurements;Internet","fault tolerant computing;information storage;peer-to-peer computing","failure correlation management;peer-to-peer storage system;dynamic data distribution;data storage;P2P system;metapeers;affine plan theory","","1","13","","3 Apr 2006","","","IEEE","IEEE Conferences"
"Designing educational scenarios to teach network security","A. S. Andreatos","Dept. of Aeronautical Sciences, Div. of Computer Engineering & Information Science, Hellenic Air Force Academy, Dekeleia Air Force Base, Attica, Greece","2017 IEEE Global Engineering Education Conference (EDUCON)","8 Jun 2017","2017","","","1606","1610","This paper describes a competition-based learning scenario for teaching some basic concepts of network security. The scenario is conducted on an ad-hoc LAN using Linux and Windows operating systems running on real and virtual machines. Students were expected to learn how to: 1) set up a wired or wireless ad-hoc LAN and connect to it; 2) run Linux and Windows Operating systems on VirtualBox and connect the virtual machines to the ad-hoc LAN; 3) set up the required services on an Apache web server and tools for attack and defense, as well as, traffic monitoring; 4) test DoS attack tools running on Linux and Windows platforms; 5) run packet sniffing tools for monitoring the volume of traffic against the server; and 6) explore defense mechanisms. The instructor demonstrated the methods and tools before the experiments. Students were separated in two groups, group A and group B. At first, group A acted as the red team (attackers) and group B played the blue team (defenders). The following week group roles were exchanged. The instructor had a multiple role. During the preparation phase he acted as a teacher building the necessary background, designing, modifying and applying the educational scenario. During the execution phase he acted as coach and motivator offering advice and technical support; he also acted as a researcher, observing student participation, decision-making and initiatives, in order to assess the scenario as well as the students. Scenario performance contributed 10 percent of the oral grade of the course. Students' evaluation of this lab exercise was positive. Lessons learned from this effort will help the instructor to improve the scenario and incorporate additional tools as well as more types of cyber attacks in the future.","2165-9567","978-1-5090-5467-1","10.1109/EDUCON.2017.7943063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943063","Network Security course;cyber attacks;learning scenario;competition-based learning","Engineering education;Conferences","computer network security;computer science education;educational courses;teaching","network security teaching;educational scenario design;competition-based learning scenario;Linux operating systems;Windows operating systems;virtual machines;wireless ad-hoc LAN;wired ad-hoc LAN;VirtualBox;Apache Web server;traffic monitoring;DoS attack tools;packet sniffing tools;course;cyber attacks","","2","12","","8 Jun 2017","","","IEEE","IEEE Conferences"
"Book of abstracts","",,"2009 1st International Conference on Wireless Communication, Vehicular Technology, Information Theory and Aerospace & Electronic Systems Technology","24 Jul 2009","2009","","","i","30","Summary form only given. Provides an abstract for each of the presentations in the conference proceedings.","","978-1-4244-4066-5","10.1109/WIRELESSVITAE.2009.5172400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5172400","","","","","","","","","24 Jul 2009","","","IEEE","IEEE Conferences"
"Implementation of single-packet hybrid IP traceback for IPv4 and IPv6 networks","Kamaldeep; M. Malik; M. Dutta","National Institute of Technical Teachers Training and Research, India; National Institute of Technical Teachers Training and Research, India; National Institute of Technical Teachers Training and Research, India","IET Information Security","1 Feb 2018","2018","12","1","1","6","The Internet and other computing technologies have seen rapid growth in the recent years; the malicious users continue to look for vulnerabilities in the Internet infrastructure to perform various types of attacks. Distributed denial-of-service attack is an attack in which licit users are repudiated the access to available resources either temporarily or indefinitely. To establish liability for these attacks, there is a need to scout for real attack sources. Schemes that identify the source of packets on the Internet are called IP traceback schemes. Hybrid IP traceback schemes outdo discrete marking and logging approaches and trace the source of attack using a few packets. The findings of this research redound to current single-packet hybrid IP traceback schemes by employing the double hashing technique to resolve collisions in the hash table and thus reducing the logging time at routers by 15%. Besides, the proposed scheme ensures zero false positives by encoding the options field in IPv4 header. The research also introduces the first single-packet hybrid IP traceback implementation for IPv6 networks using hop-by-hop extension header. The simulation results correctly demonstrate the viability of the proposed scheme and unveil that IPv6 implementation requires 82.5% less storage in contrast to existing work.","1751-8717","","10.1049/iet-ifs.2015.0483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8277195","","","computer network security;IP networks","hop-by-hop extension header;IPv4 header;zero false positives;logging time;hash table;double hashing technique;attack sources;distributed denial-of-service attack;IPv4 networks;IPv6 networks;single-packet hybrid IP traceback","","2","27","","1 Feb 2018","","","IET","IET Journals"
"Darknet as a Source of Cyber Intelligence: Survey, Taxonomy, and Characterization","C. Fachkha; M. Debbabi","Concordia University and NCFTA Canada, Montreal, QC, Canada; Concordia University and NCFTA Canada, Montreal, QC, Canada","IEEE Communications Surveys & Tutorials","20 May 2016","2016","18","2","1197","1227","Today, the Internet security community largely emphasizes cyberspace monitoring for the purpose of generating cyber intelligence. In this paper, we present a survey on darknet. The latter is an effective approach to observe Internet activities and cyber attacks via passive monitoring. We primarily define and characterize darknet and indicate its alternative names. We further list other trap-based monitoring systems and compare them to darknet. Moreover, in order to provide realistic measures and analysis of darknet information, we report case studies, namely, Conficker worm in 2008 and 2009, Sality SIP scan botnet in 2011, and the largest amplification attack in 2014. Finally, we provide a taxonomy in relation to darknet technologies and identify research gaps that are related to three main darknet categories: deployment, traffic analysis, and visualization. Darknet projects are found to monitor various cyber threat activities and are distributed in one third of the global Internet. We further identify that Honeyd is probably the most practical tool to implement darknet sensors, and future deployment of darknet will include mobile-based VOIP technology. In addition, as far as darknet analysis is considered, computer worms and scanning activities are found to be the most common threats that can be investigated throughout darknet; Code Red and Slammer/Sapphire are the most analyzed worms. Furthermore, our study uncovers various lacks in darknet research. For instance, less than 1% of the contributions tackled distributed reflection denial of service (DRDoS) amplification investigations, and at most 2% of research works pinpointed spoofing activities. Last but not least, our survey identifies specific darknet areas, such as IPv6 darknet, event monitoring, and game engine visualization methods that require a significantly greater amount of attention from the research community.","1553-877X","","10.1109/COMST.2015.2497690","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7317717","Cyber;Darknet;Threats;Security;Intelligence;Cyber Attacks;Distributed Denial of Service (DDoS);Distributed Reflection Denial of Service (DRDoS);Botnet;Worms;Probing;Cyber;darknet;threats;security;intelligence;cyber attacks;distributed denial of service (DDoS);distributed reflection denial of service (DRDoS);botnet;worms;probing","Monitoring;IP networks;Internet;Sensors;Taxonomy;Computer crime","computer network security;Internet;invasive software;IP networks","Internet security community;cyberspace monitoring;cyber intelligence;Internet activities;cyber attacks;passive monitoring;trap-based monitoring systems;Conficker worm;Sality SIP scan botnet;largest amplification attack;taxonomy;darknet projects;cyber threat activities;Honeyd;darknet sensors;mobile-based VOIP technology;computer worms;scanning activities;distributed reflection denial of service amplification investigations;DRDoS amplification investigations;spoofing activities;IPv6 darknet;event monitoring;game engine visualization methods","","41","231","","4 Nov 2015","","","IEEE","IEEE Journals"
"SlowDroid: Turning a Smartphone into a Mobile Attack Vector","E. Cambiaso; G. Papaleo; M. Aiello","IEIIT, Genoa, Italy; IEIIT, Genoa, Italy; IEIIT, Genoa, Italy","2014 International Conference on Future Internet of Things and Cloud","15 Dec 2014","2014","","","405","410","Nowadays, last generation of smartphones are comparable to desktop computers in terms of computational capabilities. Such characteristics can turn a smartphone into a mobile attack vector. In this paper we analyze the use of mobile devices to perpetrate cyber attacks. We present a mobile threat, SlowDroid, running on Android operating system. Such menace implements a Denial of Service attack and it is particularly suitable to a mobile execution, since it makes use of low amounts of computational and bandwidth resources. We present in detail SlowDroid implementation and our choices in terms of design, graphical user interface, and system architecture.","","978-1-4799-4357-9","10.1109/FiCloud.2014.72","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6984228","android;mobile attack;cybersecurity;slow dos attack;denial of service","Servers;Mobile communication;Computer crime;Mobile handsets;Operating systems;Androids;Humanoid robots","graphical user interfaces;security of data;smart phones;software architecture","SlowDroid;smart phone;mobile attack vector;denial of service attack;mobile execution;graphical user interface;system architecture","","4","29","","15 Dec 2014","","","IEEE","IEEE Conferences"
"Enabling Anomaly-based Intrusion Detection Through Model Generalization","E. Viegas; A. Santin; V. Abreu; L. S. Oliveira","Graduate Program in Computer Science, Pontifical Catholic University of Parana, Curitiba, Parana, Brazil; Graduate Program in Computer Science, Pontifical Catholic University of Parana, Curitiba, Parana, Brazil; Graduate Program in Computer Science, Pontifical Catholic University of Parana, Curitiba, Parana, Brazil; Informatics Department, Federal University of Parana, Curitiba, Parana, Brazil","2018 IEEE Symposium on Computers and Communications (ISCC)","18 Nov 2018","2018","","","00934","00939","Anomaly-based intrusion detection by the means of machine learning techniques is extensively studied in the literature mainly due to its promise to detect new attacks. However, despite the promising reported results, it is hardly deployed to real world environments. The main challenge in its adoption is the discrepancy between the accuracy rates obtained during the classifier development process and the rates obtained during its use in production environments. Such a discrepancy is mainly caused by non-representative training databases and nongeneralizable (scenario-specific) classifier's model. This paper presents a method to create intrusion databases, which aims at mimicking the production environments characteristics by using well-known tools. Moreover, we present and evaluate a new validation technique, which aims at ensuring the generalization capacity of the obtained models, reached using cross-validating with different intrusion databases. The evaluation tests showed the feasibility of the proposed method. The feature selection technique ensured the model generalization capacity, improving its accuracy rate by 13%, while testing in different intrusion databases. Finally, the proposed anomaly-based approach was compared with Snort, reaching an accuracy rate of 99% against 27% of Snort for detecting DoS attacks.","1530-1346","978-1-5386-6950-1","10.1109/ISCC.2018.8538524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8538524","Anomaly-based Intrusion Detection;Model Generalization;Machine Learning;Genetic Algorithm","Computers;Protocols;Computational modeling;Databases;Feature extraction;Standards;Intrusion detection","computer network security;database management systems;learning (artificial intelligence);security of data","machine learning techniques;classifier development process;nonrepresentative training databases;validation technique;feature selection technique;model generalization capacity;intrusion databases;anomaly-based intrusion detection;production environment characteristics","","","22","","18 Nov 2018","","","IEEE","IEEE Conferences"
"The ERIM interferometric SAR: IFSARE","G. F. Adams; D. A. Ausherman; S. L. Crippen; G. T. Sos; B. P. Williams; R. Heidelbach","Environmental Res. Inst. of Michigan, Ann Arbor, MI, USA; NA; NA; NA; NA; NA","IEEE Aerospace and Electronic Systems Magazine","6 Aug 2002","1996","11","12","31","35","The Environmental Research Institute of Michigan (ERIM) and Horizons, Inc. have completed the development, calibration and evaluation of the Advanced Research Projects Agency (ARPA)/US Army Topographic Engineering Center (TEC) funded IFSARE (Interferometric Synthetic Aperture Radar for Digital Terrain Elevations) system. This system rapidly produces geocoded SAR imagery and digital terrain elevation data. The dual-channel, X-band SAR is installed in the ERIM Learjet 36. The ground processor was developed in collaboration with the NASA Jet Propulsion Laboratory. The system produces 1.5 to 3.0 meters (1 sigma) absolute accuracy three-dimensional terrain elevation data over large areas without the use of ground control points. Several examples from recent data collections are presented.","1557-959X","","10.1109/62.544797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=544797","","Calibration;Synthetic aperture radar interferometry;NASA;Propulsion;Terrain mapping;Synthetic aperture radar;Turing machines;Collaboration;Control systems;Telegraphy","synthetic aperture radar;calibration;radiowave interferometry;radar imaging;topography (Earth);Global Positioning System;remote sensing by radar;airborne radar","ERIM interferometric SAR;IFSARE;calibration;Environmental Research Institute;Michigan;Horizon;Advanced Research Projects Agency;ARPA;US Army Topographic Engineering Center;Interferometric Synthetic Aperture Radar;geocoded SAR imagery;digital terrain elevation data;dual-channel X-band SAR;ground processor;NASA Jet Propulsion Laboratory","","1","","","6 Aug 2002","","","IEEE","IEEE Magazines"
"Natural Language Processing for the Semantic Web","D. Maynard; K. Bontcheva; I. Augenstein",University of Sheffield; University of Sheffield; University College London,"Natural Language Processing for the Semantic Web","","2016","","","","","This book introduces core natural language processing (NLP) technologies to non-experts in an easily accessible way, as a series of building blocks that lead the user to understand key technologies, why they are required, and how to integrate them into Semantic Web applications. Natural language processing and Semantic Web technologies have different, but complementary roles in data management. Combining these two technologies enables structured and unstructured data to merge seamlessly. Semantic Web technologies aim to convert unstructured data to meaningful representations, which benefit enormously from the use of NLP technologies, thereby enabling applications such as connecting text to Linked Open Data, connecting texts to each other, semantic searching, information visualization, and modeling of user behavior in online networks.  The first half of this book describes the basic NLP processing tools: tokenization, part-of-speech tagging, and morphological analysis, in addition to the main tools required for an information extraction system (named entity recognition and relation extraction) which build on these components. The second half of the book explains how Semantic Web and NLP technologies can enhance each other, for example via semantic annotation, ontology linking, and population. These chapters also discuss sentiment analysis, a key component in making sense of textual data, and the difficulties of performing NLP on social media, as well as some proposed solutions. The book finishes by investigating some applications of these tools, focusing on semantic search and visualization, modeling user behavior, and an outlook on the future. ","","9781627056328","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=7791097.pdf&bkn=7791096&pdfType=book","natural language processing;semantic web;semantic search;social media analysis;text mining;linked data;entity linking;information extraction;sentiment analysis","","","","","","","","21 Dec 2016","","","Morgan & Claypool","Morgan and Claypool eBooks"
"Cyberwarfare: An Introduction to Information-Age Conflict","I. Porche",NA,"Cyberwarfare: An Introduction to Information-Age Conflict","","2019","","","","","Conflict in cyberspace is becoming more prevalent in all public and private sectors and is of concern on many levels. As a result, knowledge of the topic is becoming essential across most disciplines. This book reviews and explains the technologies that underlie offensive and defensive cyber operations, which are practiced by a range of cyber actors including state actors, criminal enterprises, activists, and individuals. It explains the processes and technologies that enable the full spectrum of cyber operations. Readers will learn how to use basic tools for cyber security and pen-testing, and also be able to quantitatively assess cyber risk to systems and environments and discern and categorize malicious activity. The book provides key concepts of information age conflict technical basics/fundamentals needed to understand more specific remedies and activities associated with all aspects of cyber operations. It explains techniques associated with offensive cyber operations, with careful distinctions made between cyber ISR, cyber exploitation, and cyber attack. It explores defensive cyber operations and includes case studies that provide practical information, making this book useful for both novice and advanced information warfare practitioners.","","9781630815783","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9098747.pdf&bkn=9098746&pdfType=book","","","","","","","","","16 Jun 2020","","","Artech","Artech Books"
"Implementation of honeypot to detect and prevent distributed denial of service attack","I. Sembiring","Faculty of Information Technology, Satya Wacana Christian University, Diponegoro 52 - 60, Salatiga 50711, Indonesia","2016 3rd International Conference on Information Technology, Computer, and Electrical Engineering (ICITACEE)","6 Apr 2017","2016","","","345","350","Securing communication is a comprehensive challenge due to the increasing of threats and attacks to network security. By knowing the various of threats and attacks, we can collect broad data from the network, by using honeypot. Implemented honeypot uses low-interaction type that is honeyd and other supporting software such as apache2 and bind9. Based on the research, honeypot is successfully giving responds to Distributed Denial of Service (DDoS) attacks and giving false information such as operation system and open ports which are usually sought by attackers. Log outcome given by honeypot is processed into chart and diagrams which are shown through the network interface by using honeyd-viz software so that the administrator will find it easy to analyze the form of the attacks from the attackers and it also can be used to increase the security of the server.","","978-1-5090-0890-2","10.1109/ICITACEE.2016.7892469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7892469","Honeypot;Honeyd;low-interaction;Honeyd-viz;DDoS;Distributed Denial of Service","Servers;IP networks;Computer crime;Protocols","computer network security;software engineering","distributed denial of service attack;Honeypot;network security;low-interaction type;DDoS;operation system;honeyd-viz software","","2","10","","6 Apr 2017","","","IEEE","IEEE Conferences"
"Impact Analysis of HTTP and SYN Flood DDoS Attacks on Apache 2 and IIS 10.0 Web Servers","R. R. Zebari; S. R. M. Zeebaree; K. Jacksi","Information Technology Dept., Duhok Polytechnic University, Duhok, Kurdistan Region, Iraq; Department of IT, Duhok Polytechnic University, Duhok, Kurdistan Region, Iraq; Computer Science Department, University of Zakho, Duhok, Kurdistan Region, Iraq","2018 International Conference on Advanced Science and Engineering (ICOASE)","29 Nov 2018","2018","","","156","161","Nowadays, continuously accessing Internet services is vital for the most of people. However, due to Denial of Service (DoS) and its severe type `Distributed Denial of Service (DDoS), online services becomes unavailable to users in sometimes. Rather than DDoS is dangerous and has serious impact on the Internet consumers, there are multiple types of that attack such Slowrise, ping of death and UDP, ICMP, SYN flood, etc. In this paper, the effect of HTTP and SYN flood attack on the most recent and widely used web servers is studied and evaluated. Systematic performance analysis is performed on Internet Information Service 10.0 (IIS 10.0) on Windows server 2016 and Apache 2 on Linux Ubuntu 16.04 Long Term Support (LTS) server. Furthermore, the key metrics of the performance are average response time, average CPU usage and standard deviation as a responsiveness, efficiency and stability of the web servers. The results show that the IIS10.0 outperformed Apache2 web server in efficiency and responsiveness during HTTP flood attack. However, Apache2 web server achievement was more responsive and performed more stability with SYN flood attack.","","978-1-5386-6696-8","10.1109/ICOASE.2018.8548783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8548783","DoS;DDoS;HTTP flood attack;SYN flood attack and Web server performance analysis","Web servers;Computer crime;Tools;Time factors;Protocols","computer network security;file servers;Internet;Linux","systematic performance analysis;Internet Information Service 10.0;Windows server 2016;Apache 2;Linux Ubuntu 16.04 Long Term Support server;average response time;IIS10;HTTP flood attack;Apache2 web server achievement;SYN flood attack;SYN flood DDoS attacks;IIS 10.0;Internet services;severe type Distributed Denial;online services;serious impact;Internet consumers;Web servers;Slowrise","","","29","","29 Nov 2018","","","IEEE","IEEE Conferences"
"A Self-Protection Agent Using Error Correcting Output Codes to Secure Computers and Applications","F. de la Pena Montero; S. Hariri; G. Ditzler","Dept. of Electr. & Comput. Eng., Univ. of Arizona, Tucson, AZ, USA; Cognitive Sensing Res. Center, Univ. of Arizona, Tucson, AZ, USA; Dept. of Electr. & Comput. Eng., Univ. of Arizona, Tucson, AZ, USA","2017 International Conference on Cloud and Autonomic Computing (ICCAC)","12 Oct 2017","2017","","","58","68","The human immune system is incredibly efficient at identifying self- and non-self entities in our bodies. A non-self entity (malicious), once identified, is attacked by particular types of cells to remove the intruder before it can cause damage. Our immune system has components that identify not only non-self entities but also recall old entities that may not have been encountered for a very long time, but it is still essential that these entities be correctly classified as malicious. The domain of cybersecurity can significantly benefit from having a framework that can identify, react and adapt to malicious behaviors. Such a model for cyber protection should draw a parallel to our immune system, at least at a high level. In this work, we present a flexible framework that leverages machine learning to identify malicious behaviors that are threats to users, computers, and applications in a network. The proposed framework relies on the collection and aggregation of information relevant to identifying such malicious behaviors, machine learning - to learn and identify non-self behaviors automatically, and an adaptation mechanism to incorporate new threats for future classification. We benchmarked the proposed approach on a data set collected from multiple users, computer and applications, and we show that attacks (i.e., non-self behaviors) can be identified and mitigated through software. We compared classification models that perform binary classification (i.e., self or non-self), as well as multi-class predictions (i.e., what type of non-self behavior is detected).","","978-1-5386-1939-1","10.1109/ICCAC.2017.13","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8064054","","Computers;Computational modeling;Immune system;Monitoring;Databases;Numerical models;Analytical models","artificial immune systems;error correction codes;learning (artificial intelligence);pattern classification;security of data","machine learning;malicious behaviors;nonself behavior;self-protection agent;error correcting output codes;human immune system;nonself entity;old entities;cyber protection;flexible framework;cybersecurity;classification models;binary classification","","","37","","12 Oct 2017","","","IEEE","IEEE Conferences"
